Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Cerebral Blood Flow Monitoring Using IoT Enabled Cloud Computing for mHealth Applications","Advances in Information and Communication Networks","","","","10.1007/978-3-030-03405-4_40","Beulah Preethi VallurKrishna Murthy Kattiyan RamamoorthyShahnam MirzaeiShahram Mirzai","2019","http://link.springer.com/chapter/10.1007/978-3-030-03405-4_40","Chapter"
"Web Services Classification Across Cloud-Based Applications","Soft Computing: Theories and Applications","","","","10.1007/978-981-13-0589-4_23","M. Swami DasA. GovardhanD. Vijaya Lakshmi","2019","http://link.springer.com/chapter/10.1007/978-981-13-0589-4_23","Chapter"
"An Efficient Edge-Cloud Publish/Subscribe Model for Large-Scale IoT Applications","Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019","","","","10.1007/978-3-030-19063-7_12","Van-Nam PhamEui-Nam Huh","2019","http://link.springer.com/chapter/10.1007/978-3-030-19063-7_12","Chapter"
"Cloud-Based Integrated Process Planning and Scheduling Optimisation via Asynchronous Islands","Economics of Grids, Clouds, Systems, and Services","","","","10.1007/978-3-030-36027-6_21","Shuai ZhaoHaitao MeiPiotr DziurzanskiMichal PrzewozniczekLeandro Soares Indrusiak","2019","http://link.springer.com/chapter/10.1007/978-3-030-36027-6_21","Chapter"
"Convolution Neural Network Application for Road Asset Detection and Classification in LiDAR Point Cloud","Intelligent Systems and Applications","","","","10.1007/978-3-030-01054-6_6","George E. SakrLara EidoCharles Maarawi","2019","http://link.springer.com/chapter/10.1007/978-3-030-01054-6_6","Chapter"
"A Cloud Computing Framework for Higher Education Institutes in Developing Countries (CCF_HEI_DC)","Intelligent and Interactive Computing","","","","10.1007/978-981-13-6031-2_24","Ban Salman ShukurMohd Khanapi Abd GhaniM. A. Burhasnuddin","2019","http://link.springer.com/chapter/10.1007/978-981-13-6031-2_24","Chapter"
"An Open Source Cloud-Based NoSQL and NewSQL Database Benchmarking Platform for IoT Data","Benchmarking, Measuring, and Optimizing","","","","10.1007/978-3-030-32813-9_7","Arjun PandyaChaitanya KulkarniKunal MaliJianwu Wang","2019","http://link.springer.com/chapter/10.1007/978-3-030-32813-9_7","Chapter"
"Orlando Tools: Energy Research Application Development Through Convergence of Grid and Cloud Computing","Supercomputing","","","","10.1007/978-3-030-05807-4_25","Alexander FeoktistovSergei GorskyIvan SidorovRoman KostrominAlexei EdelevLyudmila Massel","2019","http://link.springer.com/chapter/10.1007/978-3-030-05807-4_25","Chapter"
"Homomorphic Encryption Scheme for Data Security in Cloud Using Compression Technique","Soft Computing and Signal Processing","","","","10.1007/978-981-13-3600-3_24","D. K. ChandrashekarK. C. SrikantaiahK. R. Venugopal","2019","http://link.springer.com/chapter/10.1007/978-981-13-3600-3_24","Chapter"
"Enhancing Service Management Systems with Machine Learning in Fog-to-Cloud Networks","Euro-Par 2018: Parallel Processing Workshops","","","","10.1007/978-3-030-10549-5_23","Jasenka DizdarevićFrancisco CarpioMounir BensalemAdmela Jukan","2019","http://link.springer.com/chapter/10.1007/978-3-030-10549-5_23","Chapter"
"Threat Modeling the Cloud: An Ontology Based Approach","Information and Operational Technology Security Systems","","","","10.1007/978-3-030-12085-6_6","Salman ManzoorTsvetoslava Vateva-GurovaRuben TraperoNeeraj Suri","2019","http://link.springer.com/chapter/10.1007/978-3-030-12085-6_6","Chapter"
"CloudSDN: Enabling SDN Framework for Security and Threat Analytics in Cloud Networks","Ubiquitous Communications and Network Computing","","","","10.1007/978-3-030-20615-4_12","Prabhakar KrishnanKrishnashree Achuthan","2019","http://link.springer.com/chapter/10.1007/978-3-030-20615-4_12","Chapter"
"Linked USDL Extension for Cloud Services Description","Web Engineering","","","","10.1007/978-3-030-19274-7_26","Hajer NabliRaoudha Ben DjemaaIkram Amous Ben Amor","2019","http://link.springer.com/chapter/10.1007/978-3-030-19274-7_26","Chapter"
"A Fuzzy-Based System for Cloud-Fog-Edge Selection in VANETs","Advances in Internet, Data and Web Technologies","","","","10.1007/978-3-030-12839-5_1","Kevin BylykbashiYi LiuKeita MatsuoMakoto IkedaLeonard BarolliMakoto Takizawa","2019","http://link.springer.com/chapter/10.1007/978-3-030-12839-5_1","Chapter"
"Cloud Computing and Internet of Things Integration Systems: A Review","Recent Trends in Data Science and Soft Computing","","","","10.1007/978-3-319-99007-1_39","Ayman AmairahBassam Naji Al-tamimiMohammed AnbarKhalid Aloufi","2019","http://link.springer.com/chapter/10.1007/978-3-319-99007-1_39","Chapter"
"“Big” Data Management in Cloud Computing Environment","Harmony Search and Nature Inspired Optimization Algorithms","","","","10.1007/978-981-13-0761-4_68","Mohit AgarwalGur Mauj Saran Srivastava","2019","http://link.springer.com/chapter/10.1007/978-981-13-0761-4_68","Chapter"
"Security Validation of Cloud Based Storage","Advances in Computing and Data Sciences","","","","10.1007/978-981-13-9942-8_55","Shruti JaiswalDaya Gupta","2019","http://link.springer.com/chapter/10.1007/978-981-13-9942-8_55","Chapter"
"Towards Energy Efficient Orchestration of Cloud Computing Infrastructure","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_15","A. SciontiK. GogaF. LubranoO. Terzo","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_15","Chapter"
"Drive Towards Real-Time Reasoning of Building Performance: Development of a Live, Cloud-Based System","Advances in Informatics and Computing in Civil and Construction Engineering","","","","10.1007/978-3-030-00220-6_79","Ruwini EdirisingheJin Woo","2019","http://link.springer.com/chapter/10.1007/978-3-030-00220-6_79","Chapter"
"Application of Fog and Cloud Computing for Patient’s Data in the Internet of Things","Advances in Internet, Data and Web Technologies","","","","10.1007/978-3-030-12839-5_39","Soulat WaheedPeer A. Shah","2019","http://link.springer.com/chapter/10.1007/978-3-030-12839-5_39","Chapter"
"IoT-IaaS: A New Public Cloud Service to Unleash Innovation in the IoT Space","Research & Innovation Forum 2019","","","","10.1007/978-3-030-30809-4_45","Muhammad U. IlyasMuhammad Murtaza KhanSajid SaleemJalal S. Alowibdi","2019","http://link.springer.com/chapter/10.1007/978-3-030-30809-4_45","Chapter"
"Fuzz Test Case Generation for Penetration Testing in Mobile Cloud Computing Applications","Intelligent Computing & Optimization","","","","10.1007/978-3-030-00979-3_27","Ahmad Salah Al-AhmadHasan Kahtan","2019","http://link.springer.com/chapter/10.1007/978-3-030-00979-3_27","Chapter"
"Enhancement of Cloud Security and Strength of Service Using Trust Model","International Conference on Intelligent Data Communication Technologies and Internet of Things (ICICI) 2018","","","","10.1007/978-3-030-03146-6_157","Pragati PrakashNidhi EkkaTanmay KathaneNishi Yadav","2019","http://link.springer.com/chapter/10.1007/978-3-030-03146-6_157","Chapter"
"From Object-Oriented to Workflow: Refactoring of OO Applications into Workflows for an Efficient Resources Management in the Cloud","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-030-22559-9_9","Anfel SelmadjiAbdelhak-Djamel SeriaiHinde Lilia BouzianeChristophe Dony","2019","http://link.springer.com/chapter/10.1007/978-3-030-22559-9_9","Chapter"
"BPM as a Service Based on Cloud Computing","International Scientific Conference Energy Management of Municipal Facilities and Sustainable Energy Technologies EMMFT 2018","","","","10.1007/978-3-030-19868-8_21","Anastasia LevinaAleksey NovikovAlexandra Borremans","2019","http://link.springer.com/chapter/10.1007/978-3-030-19868-8_21","Chapter"
"VMSSS: A Proposed Model for Cloud Forensic in Cloud Computing Using VM Snapshot Server","Soft Computing for Problem Solving","","","","10.1007/978-981-13-1592-3_38","Shaik SharmilaCh. Aparna","2019","http://link.springer.com/chapter/10.1007/978-981-13-1592-3_38","Chapter"
"An Overview of Cloud Computing Testing Research","Cloud Computing – CLOUD 2019","","","","10.1007/978-3-030-23502-4_21","Jia YaoBabak Maleki ShojaNasseh Tabrizi","2019","http://link.springer.com/chapter/10.1007/978-3-030-23502-4_21","Chapter"
"Development Models and Intelligent Algorithms for Improving the Quality of Service and Security of Multi-cloud Platforms","Smart Industry & Smart Education","","","","10.1007/978-3-319-95678-7_43","Irina BolodurinaDenis Parfenov","2019","http://link.springer.com/chapter/10.1007/978-3-319-95678-7_43","Chapter"
"Business-Oriented Dynamic Reconfiguration Model of Cloud Computing Network","Data Science","","","","10.1007/978-981-15-0121-0_18","Xin LuLifeng CaoXuehui DuZhanbing Zhu","2019","http://link.springer.com/chapter/10.1007/978-981-15-0121-0_18","Chapter"
"Efficient Model of Cloud Trustworthiness for Selecting Services Using Fuzzy Logic","Emerging Technologies in Data Mining and Information Security","","","","10.1007/978-981-13-1951-8_23","Rashi SrivastavaA. K. Daniel","2019","http://link.springer.com/chapter/10.1007/978-981-13-1951-8_23","Chapter"
"Design of Online Variable Data Printing Jobs Production System Based on Cloud-Platform","Advances in Graphic Communication, Printing and Packaging","","","","10.1007/978-981-13-3663-8_77","Rubai LuoXueying FanShisheng ZhouYunjie ShiHaiying JiangYuxiang Zhu","2019","http://link.springer.com/chapter/10.1007/978-981-13-3663-8_77","Chapter"
"Cloud Security Auditing: Major Approaches and Existing Challenges","Foundations and Practice of Security","","","","10.1007/978-3-030-18419-3_5","Suryadipta MajumdarTaous MadiYosr JarrayaMakan PourzandiLingyu WangMourad Debbabi","2019","http://link.springer.com/chapter/10.1007/978-3-030-18419-3_5","Chapter"
"Point Cloud Colorization Based on Densely Annotated 3D Shape Dataset","MultiMedia Modeling","","","","10.1007/978-3-030-05710-7_36","Xu CaoKatashi Nagao","2019","http://link.springer.com/chapter/10.1007/978-3-030-05710-7_36","Chapter"
"A Priority-Based Max-Min Scheduling Algorithm for Cloud Environment Using Fuzzy Approach","International Conference on Computer Networks and Communication Technologies","","","","10.1007/978-981-10-8681-6_75","A. Sandana KaruppanS. A. Meena KumariS. Sruthi","2019","http://link.springer.com/chapter/10.1007/978-981-10-8681-6_75","Chapter"
"A New Medical Image Processing Approach for the Security of Cloud Services","Lecture Notes in Real-Time Intelligent Systems","","","","10.1007/978-3-319-91337-7_34","Mbarek MarwanAli KartitHassan Ouahmane","2019","http://link.springer.com/chapter/10.1007/978-3-319-91337-7_34","Chapter"
"Handling Big Data Using MapReduce Over Hybrid Cloud","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-13-2354-6_16","Ankur SaxenaAnkur ChaurasiaNeeraj KaushikNidhi Kaushik","2019","http://link.springer.com/chapter/10.1007/978-981-13-2354-6_16","Chapter"
"Credible Routing Scheme of SDN-Based Cloud Using Blockchain","Data Science","","","","10.1007/978-981-15-0118-0_15","Qin QiaoXinghua LiYunwei WangBin LuoYanbing RenJianfeng Ma","2019","http://link.springer.com/chapter/10.1007/978-981-15-0118-0_15","Chapter"
"Towards Pricing-Aware Consolidation Methods for Cloud Datacenters","Cloud Computing and Services Science","","","","10.1007/978-3-030-29193-8_8","Gabor KecskemetiAndras MarkusAttila Kertesz","2019","http://link.springer.com/chapter/10.1007/978-3-030-29193-8_8","Chapter"
"Association Rules Mining for Predictive Analytics in IoT Cloud System","Biologically Inspired Cognitive Architectures 2018","","","","10.1007/978-3-319-99316-4_14","Vasiliy S. KireevAnna I. GusevaPyotr V. BochkaryovIgor A. KuznetsovStanislav A. Filippov","2019","http://link.springer.com/chapter/10.1007/978-3-319-99316-4_14","Chapter"
"Challenges of Crowd Sensing for Cost-Effective Data Management in the Cloud","Cloud Computing and Big Data: Technologies, Applications and Security","","","","10.1007/978-3-319-97719-5_6","Aseel AlkhelaiwiDan Grigoras","2019","http://link.springer.com/chapter/10.1007/978-3-319-97719-5_6","Chapter"
"Harnessing Cloud Scalability to Hadoop Clusters","Information Systems","","","","10.1007/978-3-030-11395-7_6","Arne KoschelFelix HeineIrina Astrova","2019","http://link.springer.com/chapter/10.1007/978-3-030-11395-7_6","Chapter"
"Towards Realistic Simulations of Arbitrary Cross-Cloud Workloads","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-15035-8_100","Nicolay MohebiFeroz Zahid","2019","http://link.springer.com/chapter/10.1007/978-3-030-15035-8_100","Chapter"
"Towards a Cloud-Based Analytics Framework for Assembly Systems","Precision Assembly in the Digital Age","","","","10.1007/978-3-030-05931-6_13","German TerrazasLavindra de SilvaSvetan Ratchev","2019","http://link.springer.com/chapter/10.1007/978-3-030-05931-6_13","Chapter"
"An Experimental Study on the Integration of Embedded Devices into Private Manufacturing Cloud Infrastructures","Service Orientation in Holonic and Multi-Agent Manufacturing","","","","10.1007/978-3-030-03003-2_13","Silviu RăileanuFlorin AntonTheodor BorangiuOctavian MorariuIulia Iacob","2019","http://link.springer.com/chapter/10.1007/978-3-030-03003-2_13","Chapter"
"A Cache-Based Data Movement Infrastructure for On-demand Scientific Cloud Computing","Supercomputing Frontiers","","","","10.1007/978-3-030-18645-6_3","David AbramsonJake CarrollChao JinMichael MallonZane van IperenHoang NguyenAllan McRaeLiang Ming","2019","http://link.springer.com/chapter/10.1007/978-3-030-18645-6_3","Chapter"
"Cloud-Based Management of Machine Learning Generated Knowledge for Fleet Data Refinement","Knowledge Discovery, Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-99701-8_13","Petri KannistoDavid Hästbacka","2019","http://link.springer.com/chapter/10.1007/978-3-319-99701-8_13","Chapter"
"SAHCE: Strong Authentication Within the Hybrid Cloud Environment","Intelligent Computing","","","","10.1007/978-3-030-01177-2_87","Belbergui ChaimaaElkamoun NajibHilal Rachid","2019","http://link.springer.com/chapter/10.1007/978-3-030-01177-2_87","Chapter"
"Evaluation of Cloud Computing Adoption Using a Hybrid TAM/TOE Model","Information Systems Design and Intelligent Applications","","","","10.1007/978-981-13-3338-5_24","Aatish ChiniahAvinash E. U. MungurKrishnen Naidoo Permal","2019","http://link.springer.com/chapter/10.1007/978-981-13-3338-5_24","Chapter"
"Adaptive Hierarchical Cache Management for Cloud RAN and Multi-access Edge Computing in 5G Networks","Proceedings of the 13th International Conference on Ubiquitous Information Management and Communication (IMCOM) 2019","","","","10.1007/978-3-030-19063-7_20","Deepika Pathinga RajendiranMelody Moh","2019","http://link.springer.com/chapter/10.1007/978-3-030-19063-7_20","Chapter"
"Multimedia Cloud for Higher Education Establishments: A Reflection","Emerging Trends in Expert Applications and Security","","","","10.1007/978-981-13-2285-3_81","Anjum Zameer BhatVikas Rao NaiduBaldev Singh","2019","http://link.springer.com/chapter/10.1007/978-981-13-2285-3_81","Chapter"
"An Overview of Multi-cloud Computing","Web, Artificial Intelligence and Network Applications","","","","10.1007/978-3-030-15035-8_103","Jiangshui HongThomas DreibholzJoseph Adam SchenkelJiaxi Alessia Hu","2019","http://link.springer.com/chapter/10.1007/978-3-030-15035-8_103","Chapter"
"Role of Virtualization Techniques in Cloud Computing Environment","Advances in Computer Communication and Computational Sciences","","","","10.1007/978-981-13-0344-9_37","GeetaShiva Prakash","2019","http://link.springer.com/chapter/10.1007/978-981-13-0344-9_37","Chapter"
"Adding Measures to Task Models for Usability Inspection of the Cloud Access Control Services","Human-Centered Software Engineering","","","","10.1007/978-3-030-05909-5_8","Bilal NaqviAhmed SeffahChristina Braz","2019","http://link.springer.com/chapter/10.1007/978-3-030-05909-5_8","Chapter"
"Mitigation of Cross-Site Scripting Attacks in Mobile Cloud Environments","Security in Computing and Communications","","","","10.1007/978-981-13-5826-5_6","R. MadhusudhanShashidhara","2019","http://link.springer.com/chapter/10.1007/978-981-13-5826-5_6","Chapter"
"Mobile Image Retrieval System for Cloud Service Based on Convolutional Neural Network and Hadoop","Artificial Intelligence and Security","","","","10.1007/978-3-030-24265-7_53","Caijuan HuangZhuohua LiuHui SuoBin Yang","2019","http://link.springer.com/chapter/10.1007/978-3-030-24265-7_53","Chapter"
"Application of an Intelligent Request Distribution Broker in Two-Layer Cloud-Based Web System","Computational Collective Intelligence","","","","10.1007/978-3-030-28374-2_53","Krzysztof ZatwarnickiAnna Zatwarnicka","2019","http://link.springer.com/chapter/10.1007/978-3-030-28374-2_53","Chapter"
"Benefits of a Fog-to-Cloud Approach in Proximity Marketing","Euro-Par 2018: Parallel Processing Workshops","","","","10.1007/978-3-030-10549-5_19","Antonio SalisGlauco ManciniRoberto BullaPaolo CoccoDaniele LezziFrancesc Lordan","2019","http://link.springer.com/chapter/10.1007/978-3-030-10549-5_19","Chapter"
"A Multi-layer Virtual Network Isolation Detection Method for Cloud Platform","Trusted Computing and Information Security","","","","10.1007/978-981-13-5913-2_9","Bo ZhaoRui GuoPeiru FanZhijun Wu","2019","http://link.springer.com/chapter/10.1007/978-981-13-5913-2_9","Chapter"
"Towards Automated Configuration of Cloud Storage Gateways: A Data Driven Approach","Cloud Computing – CLOUD 2019","","","","10.1007/978-3-030-23502-4_14","Sanjeev SondurKrishna Kant","2019","http://link.springer.com/chapter/10.1007/978-3-030-23502-4_14","Chapter"
"Building Techniques and Structural Damage of Historical Constructions Detected Through the Point Cloud Survey","Structural Analysis of Historical Constructions","","","","10.1007/978-3-319-99441-3_13","Antonella ManzoClaudio Chesi","2019","http://link.springer.com/chapter/10.1007/978-3-319-99441-3_13","Chapter"
"An Effective Hybrid Intrusion Detection System for Use in Security Monitoring in the Virtual Network Layer of Cloud Computing Technology","Data Management, Analytics and Innovation","","","","10.1007/978-981-13-1274-8_36","T. NathiyaG. Suseendran","2019","http://link.springer.com/chapter/10.1007/978-981-13-1274-8_36","Chapter"
"Integration of Wireless Sensor Network and Cloud Computing Using Trust and Reputation Technique","Emerging Research in Electronics, Computer Science and Technology","","","","10.1007/978-981-13-5802-9_7","BuddesabS. P. BhavyashreeJ. ThriveniK. R. Venugopal","2019","http://link.springer.com/chapter/10.1007/978-981-13-5802-9_7","Chapter"
"Online Malware Detection in Cloud Auto-scaling Systems Using Shallow Convolutional Neural Networks","Data and Applications Security and Privacy XXXIII","","","","10.1007/978-3-030-22479-0_20","Mahmoud AbdelsalamRam KrishnanRavi Sandhu","2019","http://link.springer.com/chapter/10.1007/978-3-030-22479-0_20","Chapter"
"Secured Cancer Care and Cloud Services in IoT/WSN Based Medical Systems","Smart Grid and Internet of Things","","","","10.1007/978-3-030-05928-6_3","Adeniyi OnasanyaMaher Elshakankiri","2019","http://link.springer.com/chapter/10.1007/978-3-030-05928-6_3","Chapter"
"Network Emulation as a Service (NEaaS): Towards a Cloud-Based Network Emulation Platform","Simulation Tools and Techniques","","","","10.1007/978-3-030-32216-8_49","Junyu LaiJiaqi TianDingde JiangJiaming SunKe Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-32216-8_49","Chapter"
"An Implementation of Harmonizing Internet of Things (IoT) in Cloud","Smart Grid and Internet of Things","","","","10.1007/978-3-030-05928-6_1","Md. Motaharul IslamZaheer KhanYazed Alsaawy","2019","http://link.springer.com/chapter/10.1007/978-3-030-05928-6_1","Chapter"
"A Secured Private-Cloud Computing System","Applied Informatics","","","","10.1007/978-3-030-32475-9_27","Modebola OlowuChika Yinka-BanjoSanjay MisraHector Florez","2019","http://link.springer.com/chapter/10.1007/978-3-030-32475-9_27","Chapter"
"High-Performance Cloud Computing for Managing the Life Cycle of Oil and Gas Fields","Recent Developments in Intelligent Computing, Communication and Devices","","","","10.1007/978-981-10-8944-2_127","Vladimir Yu. TurchaninovSergey O. KosenkovOleg I. SamovarovOleg P. TchijIakov S. KorovinGerald Schaefer","2019","http://link.springer.com/chapter/10.1007/978-981-10-8944-2_127","Chapter"
"An Extended Data as a Service Description Model for Ensuring Cloud Platform Portability","Advanced Intelligent Systems for Sustainable Development (AI2SD’2018)","","","","10.1007/978-3-030-11928-7_67","Abdelhak MerizigHamza SaouliMaite Lopez SanchezOkba KazarAïcha-Nabila Benharkat","2019","http://link.springer.com/chapter/10.1007/978-3-030-11928-7_67","Chapter"
"Cloud and Local Servers for a Federation of Molecular Science Learning Object Repositories","Computational Science and Its Applications – ICCSA 2019","","","","10.1007/978-3-030-24311-1_26","Sergio TassoSimonetta PallottelliOsvaldo GervasiFederico SabbatiniValentina FranzoniAntonio Laganà","2019","http://link.springer.com/chapter/10.1007/978-3-030-24311-1_26","Chapter"
"YOLO3D: End-to-End Real-Time 3D Oriented Object Bounding Box Detection from LiDAR Point Cloud","Computer Vision – ECCV 2018 Workshops","","","","10.1007/978-3-030-11015-4_54","Waleed AliSherif AbdelkarimMahmoud ZidanMohamed ZahranAhmad El Sallab","2019","http://link.springer.com/chapter/10.1007/978-3-030-11015-4_54","Chapter"
"Monitoring System for the Housing and Utility Services Based on the Digital Technologies IIoT, Big Data, Data Mining, Edge and Cloud Computing","Big Data Innovations and Applications","","","","10.1007/978-3-030-27355-2_15","Vasiliy S. KireevPyotr V. BochkaryovAnna I. GusevaIgor A. KuznetsovStanislav A. Filippov","2019","http://link.springer.com/chapter/10.1007/978-3-030-27355-2_15","Chapter"
"A Novel Content Based Image Retrieval Scheme in Cloud Computing","Artificial Intelligence and Security","","","","10.1007/978-3-030-24265-7_52","Zhuohua LiuCaijuan HuangHui SuoBin Yang","2019","http://link.springer.com/chapter/10.1007/978-3-030-24265-7_52","Chapter"
"Load Balancing in Multi-cellular 4G Using Cloud Computing","Mobile Web and Intelligent Information Systems","","","","10.1007/978-3-030-27192-3_14","Ravyar Jasim HamdTara Ali YahiyaPinar Kirci","2019","http://link.springer.com/chapter/10.1007/978-3-030-27192-3_14","Chapter"
"Adaptive Caching for Data-Intensive Scientific Workflows in the Cloud","Database and Expert Systems Applications","","","","10.1007/978-3-030-27618-8_33","Gaëtan HeidsieckDaniel de OliveiraEsther PacittiChristophe PradalFrançois TardieuPatrick Valduriez","2019","http://link.springer.com/chapter/10.1007/978-3-030-27618-8_33","Chapter"
"Smart City Project Management System Using Cloud","Computing, Communication and Signal Processing","","","","10.1007/978-981-13-1513-8_24","Revati M. WahulSantosh S. Lomte","2019","http://link.springer.com/chapter/10.1007/978-981-13-1513-8_24","Chapter"
"Analytical Comparison of Virtual Machine and Data Placement Algorithms for Big Data Applications Based on Cloud Computing","High-Performance Computing and Big Data Analysis","","","","10.1007/978-3-030-33495-6_12","Seyyed Mohsen SeyyedsalehiMohammad Khansari","2019","http://link.springer.com/chapter/10.1007/978-3-030-33495-6_12","Chapter"
"Throughput-Guarantee Resource Provisioning for Streaming Analytical Workflows in the Cloud","Computer Supported Cooperative Work and Social Computing","","","","10.1007/978-981-13-3044-5_16","Yan YaoJian CaoShiyou Qian","2019","http://link.springer.com/chapter/10.1007/978-981-13-3044-5_16","Chapter"
"Performance of WRF Cloud Resolving Simulations with Data Assimilation on Public Cloud and HPC Environments","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_14","Klodiana GogaLuca PilosuAntonio ParodiMartina LagasioOlivier Terzo","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_14","Chapter"
"On the Security of Medical Image Processing in Cloud Environment","Cloud Computing and Big Data: Technologies, Applications and Security","","","","10.1007/978-3-319-97719-5_7","Mbarek MarwanAli KartitHassan Ouahmane","2019","http://link.springer.com/chapter/10.1007/978-3-319-97719-5_7","Chapter"
"Experimental Performance Evaluation of Cloud Servers in Ad Hoc Cloud Network","Engineering Vibration, Communication and Information Processing","","","","10.1007/978-981-13-1642-5_3","Vijaya Lakshmi SinghDinesh Rai","2019","http://link.springer.com/chapter/10.1007/978-981-13-1642-5_3","Chapter"
"How Edge Computing Transforms the Security of Cloud Computing","Information Technology and Systems","","","","10.1007/978-3-030-11890-7_37","Cesar de la TorreMarco de la TorreJuan Carlos PoloFernando Galárraga","2019","http://link.springer.com/chapter/10.1007/978-3-030-11890-7_37","Chapter"
"Spectral and Energy Efficiency Optimization Through Coordinated Transmission for Downlink Cloud Radio Access Networks","Communications, Signal Processing, and Systems","","","","10.1007/978-981-10-6571-2_2","Ying SunYang WangGang Wu","2019","http://link.springer.com/chapter/10.1007/978-981-10-6571-2_2","Chapter"
"SQL Injection in Cloud: An Actual Case Study","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-02607-3_13","Xiao FuZhijian WangYong ChenYunfeng ChenHao Wu","2019","http://link.springer.com/chapter/10.1007/978-3-030-02607-3_13","Chapter"
"Application of Cloud Technologies for Optimization of Complex Processes of Industrial Enterprises","13th International Conference on Theory and Application of Fuzzy Systems and Soft Computing — ICAFS-2018","","","","10.1007/978-3-030-04164-9_112","N. R. YusupbekovF. R. AbdurasulovF. T. AdilovA. I. Ivanyan","2019","http://link.springer.com/chapter/10.1007/978-3-030-04164-9_112","Chapter"
"Security and Privacy Issues in Cloud Computing","International Conference on Intelligent Data Communication Technologies and Internet of Things (ICICI) 2018","","","","10.1007/978-3-030-03146-6_152","Asma A. ShaikhKamatchi Iyer","2019","http://link.springer.com/chapter/10.1007/978-3-030-03146-6_152","Chapter"
"Security Approaches and Crypto Algorithms in Mobile Cloud Storage Environment to Ensure Data Security","Artificial Intelligence and Security","","","","10.1007/978-3-030-24274-9_47","Micheal Ernest TaylorDavid Aboagye-Darko","2019","http://link.springer.com/chapter/10.1007/978-3-030-24274-9_47","Chapter"
"Comparison of Speech Recognition Performance Between Kaldi and Google Cloud Speech API","Recent Advances in Intelligent Information Hiding and Multimedia Signal Processing","","","","10.1007/978-3-030-03748-2_13","Takashi KimuraTakashi NoseShinji HirookaYuya ChibaAkinori Ito","2019","http://link.springer.com/chapter/10.1007/978-3-030-03748-2_13","Chapter"
"Cloud Security Solution Based on Software Defined Network","Cyberspace Safety and Security","","","","10.1007/978-3-030-37337-5_46","Shengli ZhaoZhaochan LiNing Cao","2019","http://link.springer.com/chapter/10.1007/978-3-030-37337-5_46","Chapter"
"Authentication Model for Mobile Cloud Computing Database Service","Cloud Computing and Big Data: Technologies, Applications and Security","","","","10.1007/978-3-319-97719-5_3","Kashif Munir","2019","http://link.springer.com/chapter/10.1007/978-3-319-97719-5_3","Chapter"
"An Evaluation of Neural Networks Performance for Job Scheduling in a Public Cloud Environment","Complex, Intelligent, and Software Intensive Systems","","","","10.1007/978-3-319-93659-8_69","Klodiana GogaFatos XhafaOlivier Terzo","2019","http://link.springer.com/chapter/10.1007/978-3-319-93659-8_69","Chapter"
"A Cloud-Based Inventory Management System Using a Smart Trolley for Automated Billing and Theft Detection","Innovations in Electronics and Communication Engineering","","","","10.1007/978-981-13-3765-9_51","B. Karunakara RaiJ. P. HarshithaRadhika S. KalagudiB. S. Priyanka ChowdaryPalak HoraB. Sahana","2019","http://link.springer.com/chapter/10.1007/978-981-13-3765-9_51","Chapter"
"Implementing a Lightweight Cloud-Based Process Monitoring Solution for Smart Agriculture","Smart City and Informatization","","","","10.1007/978-981-15-1301-5_30","Daniel ClarkeHussain Al-AqrabiRichard HillPritesh MistryPhil Lane","2019","http://link.springer.com/chapter/10.1007/978-981-15-1301-5_30","Chapter"
"A QoS-Aware Hybrid TOPSIS–Plurality Method for Multi-criteria Decision Model in Mobile Cloud Service Selection","Proceedings of the 2nd International Conference on Data Engineering and Communication Technology","","","","10.1007/978-981-13-1610-4_50","Rajeshkannan RegunathanAramudhan MurugaiyanK. Lavanya","2019","http://link.springer.com/chapter/10.1007/978-981-13-1610-4_50","Chapter"
"Cloud Computing Adoption Decision in E-government","Operational Research in the Digital Era – ICT Challenges","","","","10.1007/978-3-319-95666-4_9","Ioannis NanosVicky ManthouEfthimia Androutsou","2019","http://link.springer.com/chapter/10.1007/978-3-319-95666-4_9","Chapter"
"Privacy Preserving Multi Keyword Ranked Search with Context Sensitive Synonyms over the Encrypted Cloud Data","Communication, Networks and Computing","","","","10.1007/978-981-13-2372-0_15","Anu KhuranaRama Krishna ChallaNavdeep Kaur","2019","http://link.springer.com/chapter/10.1007/978-981-13-2372-0_15","Chapter"
