Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Common Patterns in Microservice Architectures","Learn Microservices with Spring Boot","","","","10.1007/978-1-4842-6131-6_8","Moisés Macero García","2020","http://link.springer.com/chapter/10.1007/978-1-4842-6131-6_8","Chapter"
"Microservice Architecture Design for Big Data in Tactical Cloud","Big Data and Security","","","","10.1007/978-981-15-7530-3_31","Liyuan TangHaoren HuZhonghua WangJiansheng WangYahui Li","2020","http://link.springer.com/chapter/10.1007/978-981-15-7530-3_31","Chapter"
"Identifying Domain-Based Cyclic Dependencies in Microservice APIs Using Source Code Detectors","Software Architecture","","","","10.1007/978-3-030-86044-8_15","Patric GenferUwe Zdun","2021","http://link.springer.com/chapter/10.1007/978-3-030-86044-8_15","Chapter"
"Analysis of a many-objective optimization approach for identifying microservices from legacy systems","Empirical Software Engineering","","27","2","10.1007/s10664-021-10049-7","Wesley K. G. AssunçãoThelma Elita ColanziLuiz CarvalhoAlessandro GarciaJuliana Alves PereiraMaria Julia de LimaCarlos Lucena","2022","http://link.springer.com/article/10.1007/s10664-021-10049-7","Article"
"On Solving Heterogeneous Tasks with Microservices","Journal of The Institution of Engineers (India): Series B","","","","10.1007/s40031-021-00676-5","Swarna Kamal PaulSaikat JanaParama Bhaumik","2021","http://link.springer.com/article/10.1007/s40031-021-00676-5","Article"
"Quality Evaluation of a Spring Cloud Microservices Architecture Implementation","Communication, Smart Technologies and Innovation for Society","","","","10.1007/978-981-16-4126-8_66","Antonio Quiña-MeraDavid Flores LandetaXavier Mauricio Rea-PeñafielCathy Guevara-Vega","2022","http://link.springer.com/chapter/10.1007/978-981-16-4126-8_66","Chapter"
"Introducing Microservices","Pro Microservices in .NET 6","","","","10.1007/978-1-4842-7833-8_1","Sean WhitesellRob RichardsonMatthew D. Groves","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7833-8_1","Chapter"
"A microservice-based framework for exploring data selection in cross-building knowledge transfer","Service Oriented Computing and Applications","","15","2","10.1007/s11761-020-00306-w","Mouna LabiadhChristian ObrechtCatarina Ferreira da SilvaParisa Ghodous","2021","http://link.springer.com/article/10.1007/s11761-020-00306-w","Article"
"Deployment Management and Topology Discovery of Microservice Applications in the Multicloud Environment","Journal of Grid Computing","","19","1","10.1007/s10723-021-09539-1","Hao WeiJoaquin Salvachua RodriguezOctavio Nieto-Taladriz Garcia","2021","http://link.springer.com/article/10.1007/s10723-021-09539-1","Article"
"Does PageRank apply to service ranking in microservice regression testing?","Software Quality Journal","","","","10.1007/s11219-021-09579-6","Lizhe ChenJi WuHaiyan YangKui Zhang","2022","http://link.springer.com/article/10.1007/s11219-021-09579-6","Article"
"From Monolith to Microservices: A Classification of Refactoring Approaches","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_10","Jonas FritzschJustus BognerAlfred ZimmermannStefan Wagner","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_10","Chapter"
"Integration of Attribute-Based Access Control in Microservices Architecture","ICT Systems and Sustainability","","","","10.1007/978-981-16-5987-4_69","Amandeep SinghVinay RajSadam Ravichandra","2022","http://link.springer.com/chapter/10.1007/978-981-16-5987-4_69","Chapter"
"Design of a public services platform for university management based on microservice architecture","Microsystem Technologies","","27","4","10.1007/s00542-019-04474-4","Liming HuangChenchen ZhangZhihong Zeng","2021","http://link.springer.com/article/10.1007/s00542-019-04474-4","Article"
"Introduction to Microservices and AKS","Azure Kubernetes Services with Microservices","","","","10.1007/978-1-4842-7809-3_1","Kasam Ahmed ShaikhShailesh S. Agaskar","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7809-3_1","Chapter"
"Strategies Reported in the Literature to Migrate to Microservices Based Architecture","16th International Conference on Information Technology-New Generations (ITNG 2019)","","","","10.1007/978-3-030-14070-0_81","Heleno Cardoso da Silva FilhoGlauco de Figueiredo Carneiro","2019","http://link.springer.com/chapter/10.1007/978-3-030-14070-0_81","Chapter"
"Towards an Agile Quality Management Model for Microservice Architecture in FinTech","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 3","","","","10.1007/978-3-030-89912-7_36","Vu H. A. Nguyen","2022","http://link.springer.com/chapter/10.1007/978-3-030-89912-7_36","Chapter"
"Dependability Analysis of Systems Based on the Microservice Architecture","Theory and Applications of Dependable Computer Systems","","","","10.1007/978-3-030-48256-5_14","Dariusz CabanTomasz Walkowiak","2020","http://link.springer.com/chapter/10.1007/978-3-030-48256-5_14","Chapter"
"Evolution of Microservices Architecture","Building Microservices Applications on Microsoft Azure","","","","10.1007/978-1-4842-4828-7_1","Harsh ChawlaHemant Kathuria","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4828-7_1","Chapter"
"Migration to Microservices: Barriers and Solutions","Applied Informatics","","","","10.1007/978-3-030-32475-9_20","Javad GhofraniArezoo Bozorgmehr","2019","http://link.springer.com/chapter/10.1007/978-3-030-32475-9_20","Chapter"
"Industry practices and challenges for the evolvability assurance of microservices","Empirical Software Engineering","","26","5","10.1007/s10664-021-09999-9","Justus BognerJonas FritzschStefan WagnerAlfred Zimmermann","2021","http://link.springer.com/article/10.1007/s10664-021-09999-9","Article"
"Determining Microservice Boundaries: A Case Study Using Static and Dynamic Software Analysis","Software Architecture","","","","10.1007/978-3-030-58923-3_21","Tiago MatiasFilipe F. CorreiaJonas FritzschJustus BognerHugo S. FerreiraAndré Restivo","2020","http://link.springer.com/chapter/10.1007/978-3-030-58923-3_21","Chapter"
"From a Monolith to a Microservices Architecture: An Approach Based on Transactional Contexts","Software Architecture","","","","10.1007/978-3-030-29983-5_3","Luís NunesNuno SantosAntónio Rito Silva","2019","http://link.springer.com/chapter/10.1007/978-3-030-29983-5_3","Chapter"
"Microservices Architecture for Content-Based Indexing of Video Shots","Multimedia and Network Information Systems","","","","10.1007/978-3-319-98678-4_45","Remigiusz BaranPavol PartilaRafał Wilk","2019","http://link.springer.com/chapter/10.1007/978-3-319-98678-4_45","Chapter"
"Cloud-Edge Microservice Architecture for DNN-based Distributed Multimedia Event Processing","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-030-71906-7_6","Felipe Arruda PontesEdward Curry","2021","http://link.springer.com/chapter/10.1007/978-3-030-71906-7_6","Chapter"
"Building Microservices Architecture for Smart Banking","Advances in Intelligent Networking and Collaborative Systems","","","","10.1007/978-3-030-29035-1_52","Aneta Poniszewska-MarańdaPeter VeselyOksana UrikovaIryna Ivanochko","2020","http://link.springer.com/chapter/10.1007/978-3-030-29035-1_52","Chapter"
"Digital Dices: Towards the Integration of Cyber-Physical Systems Merging the Web of Things and Microservices","Model and Data Engineering","","","","10.1007/978-3-030-32065-2_14","Manel MenaJavier CriadoLuis IribarneAntonio Corral","2019","http://link.springer.com/chapter/10.1007/978-3-030-32065-2_14","Chapter"
"Microservices as Architectural Style","Digitalization in Healthcare","","","","10.1007/978-3-030-65896-0_16","Annegret Junker","2021","http://link.springer.com/chapter/10.1007/978-3-030-65896-0_16","Chapter"
"How to Leverage the User Interface in Event-Driven Microservice Architectures","Practical Event-Driven Microservices Architecture","","","","10.1007/978-1-4842-7468-2_9","Hugo Filipe Oliveira Rocha","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7468-2_9","Chapter"
"A Machine Learning Approach to Service Discovery for Microservice Architectures","Software Architecture","","","","10.1007/978-3-030-86044-8_5","Mauro CaporuscioMarco De TomaHenry MucciniKarthik Vaidhyanathan","2021","http://link.springer.com/chapter/10.1007/978-3-030-86044-8_5","Chapter"
"Biometric-Based Three-Tier Microservice Architecture for Mitigating the Fraudulent Behaviour","Proceedings of the 2nd International Conference on Communication, Devices and Computing","","","","10.1007/978-981-15-0829-5_39","S. Prayla Shyry","2020","http://link.springer.com/chapter/10.1007/978-981-15-0829-5_39","Chapter"
"TDM Edge Gateway: A Flexible Microservice-Based Edge Gateway Architecture for Heterogeneous Sensors","Euro-Par 2019: Parallel Processing Workshops","","","","10.1007/978-3-030-48340-1_10","Massimo GaggeroGiovanni BusoneraLuca PiredduGianluigi Zanetti","2020","http://link.springer.com/chapter/10.1007/978-3-030-48340-1_10","Chapter"
"Service-Microservice Architecture for Context-Aware Content Delivery in National Geoinformation Center of Bulgaria","Modeling and Using Context","","","","10.1007/978-3-030-34974-5_4","Todor BranzovKrassimira IvanovaMladen Georgiev","2019","http://link.springer.com/chapter/10.1007/978-3-030-34974-5_4","Chapter"
"Construing Microservice Architectures: State-of-the-Art Algorithms and Research Issues","Knowledge Management in Organizations","","","","10.1007/978-3-030-21451-7_32","Amit V. NeneChristina Terese JosephK. Chandrasekaran","2019","http://link.springer.com/chapter/10.1007/978-3-030-21451-7_32","Chapter"
"Runtime Resource Management for Microservices-Based Applications: A Congestion Game Approach (Short Paper)","Collaborative Computing: Networking, Applications and Worksharing","","","","10.1007/978-3-030-12981-1_47","Ruici LuoWei YeJinan SunXueyang LiuShikun Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-12981-1_47","Chapter"
"Microservices with Spring Cloud","Pivotal Certified Professional Core Spring 5 Developer Exam","","","","10.1007/978-1-4842-5136-2_11","Iuliana Cosmina","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5136-2_11","Chapter"
"Migrating to Microservices","Microservices","","","","10.1007/978-3-030-31646-4_3","Alexis HenryYoussef Ridene","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_3","Chapter"
"Using architectural modifiability tactics to examine evolution qualities of Service- and Microservice-Based Systems","SICS Software-Intensive Cyber-Physical Systems","","34","2 - 3","10.1007/s00450-019-00402-z","Justus BognerStefan WagnerAlfred Zimmermann","2019","http://link.springer.com/article/10.1007/s00450-019-00402-z","Article"
"Increasing the availability of IoT applications with reactive microservices","Service Oriented Computing and Applications","","15","2","10.1007/s11761-020-00308-8","Cleber SantanaLeandro AndradeFlávia C. DelicatoCássio Prazeres","2021","http://link.springer.com/article/10.1007/s11761-020-00308-8","Article"
"Partial Migration for Re-architecting a Cloud Native Monolithic Application into Microservices and FaaS","Information, Communication and Computing Technology","","","","10.1007/978-981-15-9671-1_9","Deepali BajajUrmil BhartiAnita GoelS. C. Gupta","2020","http://link.springer.com/chapter/10.1007/978-981-15-9671-1_9","Chapter"
"Deep Dive Into Microservices Development with Java","Rapid Java Persistence and Microservices","","","","10.1007/978-1-4842-4476-0_6","Raj Malhotra","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4476-0_6","Chapter"
"Clood CBR: Towards Microservices Oriented Case-Based Reasoning","Case-Based Reasoning Research and Development","","","","10.1007/978-3-030-58342-2_9","Ikechukwu Nkisi-OrjiNirmalie WiratungaChamath PalihawadanaJuan A. Recio-GarcíaDavid Corsar","2020","http://link.springer.com/chapter/10.1007/978-3-030-58342-2_9","Chapter"
"Development of an AI Recommender System to Recommend Concerts Based on Microservice Architecture Using Collaborative and Content-Based Filtering Methods","Brain-Inspired Cognitive Architectures for Artificial Intelligence: BICA*AI 2020","","","","10.1007/978-3-030-65596-9_31","Andrey MalynovIgor Prokhorov","2021","http://link.springer.com/chapter/10.1007/978-3-030-65596-9_31","Chapter"
"Facilitating and Managing Machine Learning and Data Analysis Tasks in Big Data Environments Using Web and Microservice Technologies","Transactions on Large-Scale Data- and Knowledge-Centered Systems XLV","","","","10.1007/978-3-662-62308-4_6","Shadi ShahoudSonja GunnarsdottirHatem KhalloofClemens DuepmeierVeit Hagenmeyer","2020","http://link.springer.com/chapter/10.1007/978-3-662-62308-4_6","Chapter"
"Microservices: What, Why, and How?","Cloud-Based Microservices","","","","10.1007/978-1-4842-6564-2_2","Chandra Rajasekharaiah","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6564-2_2","Chapter"
"Fast Replica of Polyglot Persistence in Microservice Architectures for Fog Computing","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_4","Michele CantaruttiPierluigi PlebaniMattia Salnitri","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_4","Chapter"
"Intent-Based Placement of Microservices in Computing Continuums","Future Intent-Based Networking","","","","10.1007/978-3-030-92435-5_3","Josef SpillnerJuliana Freitag BorinLuiz Fernando Bittencourt","2022","http://link.springer.com/chapter/10.1007/978-3-030-92435-5_3","Chapter"
"A microservice-based architecture for enhancing the user experience in cross-device distributed mashup UIs with multiple forms of interaction","Universal Access in the Information Society","","18","4","10.1007/s10209-017-0606-0","Antonio Jesús Fernández-GarcíaLuis IribarneAntonio CorralJavier CriadoJames Z. Wang","2019","http://link.springer.com/article/10.1007/s10209-017-0606-0","Article"
"The Optimal Use of Public Cloud Service Provider When Transforming Microservice Architecture","Software Engineering in IoT, Big Data, Cloud and Mobile Computing","","","","10.1007/978-3-030-64773-5_17","Sungwoong SeoMyung Hwa KimHyun Young KwakGwang Yong Gim","2021","http://link.springer.com/chapter/10.1007/978-3-030-64773-5_17","Chapter"
"Design of a Microservices Chaining Gamification Framework","Trends and Innovations in Information Systems and Technologies","","","","10.1007/978-3-030-45697-9_32","Ricardo Queirós","2020","http://link.springer.com/chapter/10.1007/978-3-030-45697-9_32","Chapter"
"Implementation of the Internet of Things Application Based on Spring Boot Microservices and REST Architecture","Software Engineering Perspectives in Intelligent Systems","","","","10.1007/978-3-030-63322-6_3","Satish Reddy ModuguHassan Farhat","2020","http://link.springer.com/chapter/10.1007/978-3-030-63322-6_3","Chapter"
"Microservices Anti-patterns: A Taxonomy","Microservices","","","","10.1007/978-3-030-31646-4_5","Davide TaibiValentina LenarduzziClaus Pahl","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_5","Chapter"
"Introduction to Microservices","Introducing Distributed Application Runtime (Dapr)","","","","10.1007/978-1-4842-6998-5_1","Radoslav Gatev","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6998-5_1","Chapter"
"An Implementation of Microservices Based Architecture for Remote Laboratories","Cross Reality and Data Science in Engineering","","","","10.1007/978-3-030-52575-0_12","Mohammed MoussaAbdelhalim BenachenhouSmail BelghitAbderrahmane Adda BenattiaAbderrahmane Boumehdi","2021","http://link.springer.com/chapter/10.1007/978-3-030-52575-0_12","Chapter"
"ThunQ: A Distributed and Deep Authorization Middleware for Early and Lazy Policy Enforcement in Microservice Applications","Service-Oriented Computing","","","","10.1007/978-3-030-91431-8_13","Martijn SauwensEmad Heydari BeniKristof JannesBert LagaisseWouter Joosen","2021","http://link.springer.com/chapter/10.1007/978-3-030-91431-8_13","Chapter"
"A microservices persistence technique for cloud-based online social data analysis","Cluster Computing","","24","3","10.1007/s10586-021-03244-0","Feras Al-ObeidatAnoud Bani-HaniOluwasegun AdedugbeMunir MajdalawiehElhadj Benkhelifa","2021","http://link.springer.com/article/10.1007/s10586-021-03244-0","Article"
"DroidAutoML: A Microservice Architecture to Automate the Evaluation of Android Machine Learning Detection Systems","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-030-50323-9_10","Yérom-David BrombergLouison Gitzinger","2020","http://link.springer.com/chapter/10.1007/978-3-030-50323-9_10","Chapter"
"Design of Cloud Computing and Microservice-Based Urban Rail Transit Integrated Supervisory Control System Plus","Urban Rail Transit","","6","4","10.1007/s40864-020-00138-z","Songwei YuHaili ChangHanjun Wang","2020","http://link.springer.com/article/10.1007/s40864-020-00138-z","Article"
"Design of Microservices Architecture for Home Automation","ICT Analysis and Applications","","","","10.1007/978-981-15-0630-7_31","R. PushpalathaSiddhant VermaVineeta TiwariS. Lakshmi","2020","http://link.springer.com/chapter/10.1007/978-981-15-0630-7_31","Chapter"
"Essential Patterns for Microservices","Practical Microservices Architectural Patterns","","","","10.1007/978-1-4842-4501-9_5","Binildas Christudas","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4501-9_5","Chapter"
"Microservice Performance","Practical Microservices Architectural Patterns","","","","10.1007/978-1-4842-4501-9_10","Binildas Christudas","2019","http://link.springer.com/chapter/10.1007/978-1-4842-4501-9_10","Chapter"
"Microservices Architecture Pattern","Pro Java Microservices with Quarkus and Kubernetes","","","","10.1007/978-1-4842-7170-4_7","Nebrass Lamouchi","2021","http://link.springer.com/chapter/10.1007/978-1-4842-7170-4_7","Chapter"
