Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Application of cloud computing technology in optimal design of decision support system under mass communication theory","International Journal of System Assurance Engineering and Management","","","","10.1007/s13198-021-01571-4","Xiaozhu Yang","2022","http://link.springer.com/article/10.1007/s13198-021-01571-4","Article"
"Industry 4.0: A Revolution in Healthcare Sector via Cloud, Fog Technologies","Intelligent Interactive Multimedia Systems for e-Healthcare Applications","","","","10.1007/978-981-16-6542-4_16","Gillala RekhaJasti Yashaswini","2022","http://link.springer.com/chapter/10.1007/978-981-16-6542-4_16","Chapter"
"Reliable budget aware workflow scheduling strategy on multi-cloud environment","Cluster Computing","","","","10.1007/s10586-021-03464-4","K. Kalyana ChakravarthiP. NeelakantanL. ShyamalaV. Vaidehi","2022","http://link.springer.com/article/10.1007/s10586-021-03464-4","Article"
"An Overview on Cloud Services for Human Tracking","New Trends in Disruptive Technologies, Tech Ethics and Artificial Intelligence","","","","10.1007/978-3-030-87687-6_1","Manuel MartinsDavid MotaPedro MartinsMaryam AbbasiFilipe Caldeira","2022","http://link.springer.com/chapter/10.1007/978-3-030-87687-6_1","Chapter"
"Cloud Computing Model on Wireless Ad Hoc Network Using Clustering Mechanism for Smart City Applications","Immersive Technology in Smart Cities","","","","10.1007/978-3-030-66607-1_7","S. ThirumuruganJasmine Beulah Gnanadurai","2022","http://link.springer.com/chapter/10.1007/978-3-030-66607-1_7","Chapter"
"Multi-Cloud Path Planning of Unmanned Aerial Vehicles with Multi-Criteria Decision Making: A Literature Review","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_3","K. SanthiB. ValarmathiT. Chellatamilan","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_3","Chapter"
"Design of Network Education Platform Based on Cloud Computing Technology","2021 International Conference on Big Data Analytics for Cyber-Physical System in Smart City","","","","10.1007/978-981-16-7469-3_77","Long Li","2022","http://link.springer.com/chapter/10.1007/978-981-16-7469-3_77","Chapter"
"Cloud Platform for Software Development: Review","Online Engineering and Society 4.0","","","","10.1007/978-3-030-82529-4_33","Anzhelika ParkhomenkoYaroslav ZalyubovskiyAndriy Parkhomenko","2022","http://link.springer.com/chapter/10.1007/978-3-030-82529-4_33","Chapter"
"Bonus computing: towards free-of-charge metacomputing in the public cloud","Computing","","104","1","10.1007/s00607-021-01036-3","Zheng LiPedro Pinacho-DavidsonMonserrat Martínez-MarinGuillermo Cabrera-VivesYiqun ChenMaría Andrea RodríguezAlbert Y. ZomayaRajiv Ranjan","2022","http://link.springer.com/article/10.1007/s00607-021-01036-3","Article"
"Blockchain Technology in Cloud Computing: Challenges and Open Issues","Digital Transformation Technology","","","","10.1007/978-981-16-2275-5_5","Muneer Bani YasseinIsmail HmeidiOmar AlomariWail MardiniOmar AlZoubiDragana Krstic","2022","http://link.springer.com/chapter/10.1007/978-981-16-2275-5_5","Chapter"
"Invocation of Multi-Cloud Infrastructure Services in Web-Based Semantic Discovery System","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_1","B. Bazeer AhamedMurugan Krishnamoorthy","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_1","Chapter"
"A Novel Artificial Intelligence Technique for Cloud Computing Using a New Heuristic Initialisation and PSO-Parallel Execution","Proceedings of the Future Technologies Conference (FTC) 2021, Volume 3","","","","10.1007/978-3-030-89912-7_28","Amine ChraibiSaid Ben AllaAbdellah Ezzati","2022","http://link.springer.com/chapter/10.1007/978-3-030-89912-7_28","Chapter"
"Workload Balancing in a Multi-Cloud Environment: Challenges and Research Directions","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_7","B. S. RajeshwariM. DakshayiniH. S. Guruprasad","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_7","Chapter"
"FEDGEN Testbed: A Federated Genomics Private Cloud Infrastructure for Precision Medicine and Artificial Intelligence Research","Informatics and Intelligent Applications","","","","10.1007/978-3-030-95630-1_6","Emmanuel AdetibaMatthew AkanleVictor AkandeJoke BadejoVingi Patrick NzanzuMbasa Joaquim MoloVictoria OguntosinOluwadamilola OshinEzekiel Adebiyi","2022","http://link.springer.com/chapter/10.1007/978-3-030-95630-1_6","Chapter"
"A genetic algorithm-based approach to create a safe and profitable marketplace for cloud customers","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03682-z","Sepideh AdabiHamed FarhadinasabPuria Rad Jahanbani","2022","http://link.springer.com/article/10.1007/s12652-021-03682-z","Article"
"A New Framework to Secure Cloud Based e-Learning Systems","WITS 2020","","","","10.1007/978-981-33-6893-4_7","Karima AissaouiMeryem AmaneMohammed BerradaMohammed Amine Madani","2022","http://link.springer.com/chapter/10.1007/978-981-33-6893-4_7","Chapter"
"Correction to: Adaptive market‑oriented combinatorial double auction resource allocation model in cloud computing","The Journal of Supercomputing","","78","1","10.1007/s11227-021-03987-y","Asif UmerBabar NazirZulfqar Ahmad","2022","http://link.springer.com/article/10.1007/s11227-021-03987-y","Article"
"An Intelligent Cloud Computing Context-Aware Model for Remote Monitoring COVID-19 Patients Using IoT Technology","Advances in Data Science and Intelligent Data Communication Technologies for COVID-19","","","","10.1007/978-3-030-77302-1_11","A. WaleedSally M. Elghamrawy","2022","http://link.springer.com/chapter/10.1007/978-3-030-77302-1_11","Chapter"
"Energy-Efficient Task Scheduling Using Quantum-Inspired Genetic Algorithm for Cloud Data Center","Advanced Computational Paradigms and Hybrid Intelligent Computing","","","","10.1007/978-981-16-4369-9_46","Santanu Kumar MisraPratyay Kuila","2022","http://link.springer.com/chapter/10.1007/978-981-16-4369-9_46","Chapter"
"FOG-EE Computing: Fog, Edge and Elastic Computing, New Age Cloud Computing Paradigms","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-16-3071-2_47","Shristi AchariRahul Johari","2022","http://link.springer.com/chapter/10.1007/978-981-16-3071-2_47","Chapter"
"Credential-Based Authentication Mechanism for IoT Devices in Fog-Cloud Computing","ICT Analysis and Applications","","","","10.1007/978-981-16-5655-2_30","Hala S. AliR. Sridevi","2022","http://link.springer.com/chapter/10.1007/978-981-16-5655-2_30","Chapter"
"Application of deterministic, stochastic, and hybrid methods for cloud provider selection","Journal of Cloud Computing","","11","1","10.1186/s13677-021-00275-1","Lucas Borges de MoraesRafael Stubs ParpinelliAdriano Fiorese","2022","http://link.springer.com/article/10.1186/s13677-021-00275-1","Article"
"A cloud-based platform to predict wind pressure coefficients on buildings","Building Simulation","","","","10.1007/s12273-021-0881-9","Facundo BreJuan M. Gimenez","2022","http://link.springer.com/article/10.1007/s12273-021-0881-9","Article"
"Design and Implementation of Cloud Based M-Health Application for an Electronic Medical Record System","Artificial Intelligence and Heuristics for Smart Energy Efficiency in Smart Cities","","","","10.1007/978-3-030-92038-8_46","A. AzouiK. Ait AbdelouhabD. Idoughi","2022","http://link.springer.com/chapter/10.1007/978-3-030-92038-8_46","Chapter"
"Integrating Business Intelligence with Cloud Computing: State of the Art and Fundamental Concepts","Networking, Intelligent Systems and Security","","","","10.1007/978-981-16-3637-0_14","Hind El GhalbzouriJaber El Bouhdidi","2022","http://link.springer.com/chapter/10.1007/978-981-16-3637-0_14","Chapter"
"DoSP: A Deadline-Aware Dynamic Service Placement Algorithm for Workflow-Oriented IoT Applications in Fog-Cloud Computing Environments","Energy Conservation Solutions for Fog-Edge Computing Paradigms","","","","10.1007/978-981-16-3448-2_2","Meeniga SriraghavendraPriyanka ChawlaHuaming WuSukhpal Singh GillRajkumar Buyya","2022","http://link.springer.com/chapter/10.1007/978-981-16-3448-2_2","Chapter"
"Machine-learning-based cache partition method in cloud environment","Peer-to-Peer Networking and Applications","","15","1","10.1007/s12083-021-01235-x","Jiefan QiuZonghan HuaLei LiuMingsheng CaoDajiang Chen","2022","http://link.springer.com/article/10.1007/s12083-021-01235-x","Article"
"Internet of Things Big Data Security in Cloud via Stream Cipher and Clustering Model","Wireless Personal Communications","","","","10.1007/s11277-021-09299-x","K. S. SaraswathyS. S. Sujatha","2022","http://link.springer.com/article/10.1007/s11277-021-09299-x","Article"
"Cloud Image Prior: Single Image Cloud Removal","International Conference on Innovative Computing and Communications","","","","10.1007/978-981-16-2594-7_8","Anirudh MaiyaS. S. Shylaja","2022","http://link.springer.com/chapter/10.1007/978-981-16-2594-7_8","Chapter"
"Role of Cloud Computing in Vehicular NETs to Design Smart ITS","Internet of Things and Its Applications","","","","10.1007/978-3-030-77528-5_23","Priyanka DadhichEkta Acharya","2022","http://link.springer.com/chapter/10.1007/978-3-030-77528-5_23","Chapter"
"Digital Forensic Tools for Cloud Computing Environment","ICT with Intelligent Applications","","","","10.1007/978-981-16-4177-0_7","Swapnil P. BhagatBandu B. Meshram","2022","http://link.springer.com/chapter/10.1007/978-981-16-4177-0_7","Chapter"
"Fog-Cloud Enabled Internet of Things Using Extended Classifier System (XCS)","Artificial Intelligence-based Internet of Things Systems","","","","10.1007/978-3-030-87059-1_6","A. S. GowriP. ShanthiBalaImmanuel Zion Ramdinthara","2022","http://link.springer.com/chapter/10.1007/978-3-030-87059-1_6","Chapter"
"Cloud-Based Content Management for B5G","Enabling 6G Mobile Networks","","","","10.1007/978-3-030-74648-3_15","Santiago SánchezTadege Mihretu AyenewMahshid Mehrabi","2022","http://link.springer.com/chapter/10.1007/978-3-030-74648-3_15","Chapter"
"Hybrid Cloud Native Framework for Smart City Applications","Advances in Deep Learning, Artificial Intelligence and Robotics","","","","10.1007/978-3-030-85365-5_8","Amit Kar","2022","http://link.springer.com/chapter/10.1007/978-3-030-85365-5_8","Chapter"
"A Review: Trust Management Techniques Used for Cloud Computing","Proceedings of Data Analytics and Management","","","","10.1007/978-981-16-6289-8_12","PoojaGoyalSukhvinder Singh Deora","2022","http://link.springer.com/chapter/10.1007/978-981-16-6289-8_12","Chapter"
"Incorporating Security Features in System Design Documents Utilized for Cloud-Based Databases","Information Systems and Management Science","","","","10.1007/978-3-030-86223-7_5","Rebecca ZahraJoseph G. Vella","2022","http://link.springer.com/chapter/10.1007/978-3-030-86223-7_5","Chapter"
"Design and Implementation of Educational Information System Based on Cloud Computing","Innovative Computing","","","","10.1007/978-981-16-4258-6_106","Baoyu CaiXia Wang","2022","http://link.springer.com/chapter/10.1007/978-981-16-4258-6_106","Chapter"
"Studierfenster: an Open Science Cloud-Based Medical Imaging Analysis Platform","Journal of Digital Imaging","","","","10.1007/s10278-021-00574-8","Jan EggerDaniel WildMaximilian WeberChristopher A. Ramirez BedoyaFlorian KarnerAlexander PrutschMichael SchmiedChristina DionysioDominik KrobathYuan JinChristina GsaxnerJianning LiAntonio Pepe","2022","http://link.springer.com/article/10.1007/s10278-021-00574-8","Article"
"PointCSE: Context-sensitive encoders for efficient 3D object detection from point cloud","International Journal of Machine Learning and Cybernetics","","13","1","10.1007/s13042-021-01342-4","Kuoliang WuGuodong XuZili LiuHaifeng LiuDeng CaiXiaofei He","2022","http://link.springer.com/article/10.1007/s13042-021-01342-4","Article"
"Optimizing bag-of-tasks scheduling on cloud data centers using hybrid swarm-intelligence meta-heuristic","The Journal of Supercomputing","","","","10.1007/s11227-021-04199-0","Amit ChhabraKuo-Chan HuangNebojsa BacaninTarik A. Rashid","2022","http://link.springer.com/article/10.1007/s11227-021-04199-0","Article"
"Aiding IoT and Cloud to Control COVID-19: A Systematic Approach","Pervasive Healthcare","","","","10.1007/978-3-030-77746-3_21","N. Ambika","2022","http://link.springer.com/chapter/10.1007/978-3-030-77746-3_21","Chapter"
"Challenges and Issues of E-Health Applications in Cloud and Fog Computing Environment","Mobile Computing and Sustainable Informatics","","","","10.1007/978-981-16-1866-6_54","N. PremkumarR. Santhosh","2022","http://link.springer.com/chapter/10.1007/978-981-16-1866-6_54","Chapter"
"Centralised Quality of Experience and Service Framework Using PROMETHEE-II for Cloud Provider Selection","Intelligent Processing Practices and Tools for E-Commerce Data, Information, and Knowledge","","","","10.1007/978-3-030-78303-7_5","Walayat HussainJosé M. Merigó","2022","http://link.springer.com/chapter/10.1007/978-3-030-78303-7_5","Chapter"
"Security-Induced Lock-In in the Cloud","Business & Information Systems Engineering","","","","10.1007/s12599-021-00729-5","Daniel Arce","2022","http://link.springer.com/article/10.1007/s12599-021-00729-5","Article"
"Ensuring the Integrity of Cloud Computing Against Account Hijacking Using Blockchain Technology","Advanced Technologies for Humanity","","","","10.1007/978-3-030-94188-8_17","Assia AkamriChaimae Saadi","2022","http://link.springer.com/chapter/10.1007/978-3-030-94188-8_17","Chapter"
"Construction of Ubiquitous Multimodal Mobile Education Model for College English Based on Cloud Computing","2021 International Conference on Big Data Analytics for Cyber-Physical System in Smart City","","","","10.1007/978-981-16-7469-3_88","Na LiuYunhong Zhao","2022","http://link.springer.com/chapter/10.1007/978-981-16-7469-3_88","Chapter"
"Proficient Dual Secure Multi Keyword Search by Top-K Ranking Based on Synonym Index and DNN in Untrusted Cloud","IoT and Analytics for Sensor Networks","","","","10.1007/978-981-16-2919-8_34","Rosy SwamiProdipto Das","2022","http://link.springer.com/chapter/10.1007/978-981-16-2919-8_34","Chapter"
"A planned scheduling process of cloud computing by an effective job allocation and fault-tolerant mechanism","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03537-7","Manoj Kumar MalikAjit SinghAbhishek Swaroop","2022","http://link.springer.com/article/10.1007/s12652-021-03537-7","Article"
"Task placement for crowd recognition in edge-cloud based urban intelligent video systems","Cluster Computing","","25","1","10.1007/s10586-021-03392-3","Gaofeng ZhangBenzhu XuEnsheng LiuLiqiang XuLiping Zheng","2022","http://link.springer.com/article/10.1007/s10586-021-03392-3","Article"
"Optimal hybrid heat transfer search and grey wolf optimization-based homomorphic encryption model to assure security in cloud-based IoT environment","Peer-to-Peer Networking and Applications","","15","1","10.1007/s12083-021-01263-7","J. Thresa JenifferA. Chandrasekar","2022","http://link.springer.com/article/10.1007/s12083-021-01263-7","Article"
"Service Security of Cloud Storage Technology in Digital Library","Innovative Computing","","","","10.1007/978-981-16-4258-6_26","Liang XingLimei ZhaoJinbai Zhang","2022","http://link.springer.com/chapter/10.1007/978-981-16-4258-6_26","Chapter"
"On Trade Cloud Ecosystem Structure for Shared Learning","ICT Systems and Sustainability","","","","10.1007/978-981-16-5987-4_54","Vaibhav E. NarawadeVishal S. Badgujar","2022","http://link.springer.com/chapter/10.1007/978-981-16-5987-4_54","Chapter"
"Proposed Sustainable Paradigm Model to Data Storage of IoT Devices in to AWS Cloud Storage","Proceedings of Third International Conference on Sustainable Computing","","","","10.1007/978-981-16-4538-9_44","Sana ZebaMohammad Amjad","2022","http://link.springer.com/chapter/10.1007/978-981-16-4538-9_44","Chapter"
"Enterprise Cloud Native Automation","Cloud Native Architecture and Design","","","","10.1007/978-1-4842-7226-8_14","Shivakumar R Goniwada","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7226-8_14","Chapter"
"The Future of Cloud Computing: Blockchain-Based Decentralized Cloud/Fog Solutions – Challenges, Opportunities, and Standards","Blockchain Security in Cloud Computing","","","","10.1007/978-3-030-70501-5_10","N. KrishnarajKiranmai BellamB. SivakumarA. Daniel","2022","http://link.springer.com/chapter/10.1007/978-3-030-70501-5_10","Chapter"
"Fog-Computing: A Novel Approach for Cloud-Based Devices Using Perceptual Cloning Manifestation-PerColNif Taxonomy by Energy Optimization","Energy Conservation Solutions for Fog-Edge Computing Paradigms","","","","10.1007/978-981-16-3448-2_6","Rupa KesavanVijayaraja LoganathanT. ShankarJ. K. Periasamy","2022","http://link.springer.com/chapter/10.1007/978-981-16-3448-2_6","Chapter"
"A flexible deadline-driven resource provisioning and scheduling algorithm for multiple workflows with VM sharing protocol on WaaS-cloud","The Journal of Supercomputing","","","","10.1007/s11227-021-04225-1","P. RajasekarYogesh Palanichamy","2022","http://link.springer.com/article/10.1007/s11227-021-04225-1","Article"
"Toward Healthcare Data Availability and Security Using Fog-to-Cloud Networks","Intelligent Interactive Multimedia Systems for e-Healthcare Applications","","","","10.1007/978-981-16-6542-4_6","K. A. SadiqA. F. ThompsonO. A. Ayeni","2022","http://link.springer.com/chapter/10.1007/978-981-16-6542-4_6","Chapter"
"Multi-objective workflow scheduling in cloud computing: trade-off between makespan and cost","Cluster Computing","","25","1","10.1007/s10586-021-03432-y","Ali BelgacemKadda Beghdad-Bey","2022","http://link.springer.com/article/10.1007/s10586-021-03432-y","Article"
"A combination of IoT and cloud application for automatic shrimp counting","Microsystem Technologies","","28","1","10.1007/s00542-019-04570-5","Chi-Tsai YehMing-Chih Chen","2022","http://link.springer.com/article/10.1007/s00542-019-04570-5","Article"
"Research on Security Awareness to Protect Data Through Ontology and Cloud Computing","Emerging Research in Computing, Information, Communication and Applications","","","","10.1007/978-981-16-1338-8_4","G. M. KiranN. Nalini","2022","http://link.springer.com/chapter/10.1007/978-981-16-1338-8_4","Chapter"
"A Framework for the Actualization of Green Cloud-Based Design for Smart Cities","IoT and IoE Driven Smart Cities","","","","10.1007/978-3-030-82715-1_8","Moses Kazeem AbiodunEmmanuel Abidemi AdeniyiJoseph Bamidele AwotundeAkash Kumar BhoiMuyideen AbdulRaheemIdowu Dauda Oladipo","2022","http://link.springer.com/chapter/10.1007/978-3-030-82715-1_8","Chapter"
"Selecting services in the cloud: a decision support methodology focused on infrastructure-as-a-service context","The Journal of Supercomputing","","","","10.1007/s11227-021-04248-8","Cássio L. M. BelussoSandro SawickiVitor Basto-FernandesRafael Z. FrantzFabricia Roos-Frantz","2022","http://link.springer.com/article/10.1007/s11227-021-04248-8","Article"
"Multi-scale strip pooling feature aggregation network for cloud and cloud shadow segmentation","Neural Computing and Applications","","","","10.1007/s00521-021-06802-0","Chen LuMin XiaHaifeng Lin","2022","http://link.springer.com/article/10.1007/s00521-021-06802-0","Article"
"A Study on Virtualized Sensor Cloud Infrastructure","ICDSMLA 2020","","","","10.1007/978-981-16-3690-5_127","S. J. AkhilaN. J. Anasuya","2022","http://link.springer.com/chapter/10.1007/978-981-16-3690-5_127","Chapter"
"Green Application Placement in the Cloud-IoT Continuum","Practical Aspects of Declarative Languages","","","","10.1007/978-3-030-94479-7_14","Stefano FortiAntonio Brogi","2022","http://link.springer.com/chapter/10.1007/978-3-030-94479-7_14","Chapter"
"A Robust BSP Scheduler for Bioinformatics Application on Public Cloud","Contemporary Issues in Communication, Cloud and Big Data Analytics","","","","10.1007/978-981-16-4244-9_13","Leena I. SakriK. S. Jagadeeshgowda","2022","http://link.springer.com/chapter/10.1007/978-981-16-4244-9_13","Chapter"
"Functionalities and Approaches of Multi-cloud Environment","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_14","A. VijayalakshmiHridya","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_14","Chapter"
"Design and Implementation of Laptop Tracking System Based on Cloud Computing and IoT","ICT Systems and Sustainability","","","","10.1007/978-981-16-5987-4_22","Soumyadip Chatterjee","2022","http://link.springer.com/chapter/10.1007/978-981-16-5987-4_22","Chapter"
"Load Balancing Synchronized Brownout Oriented Approach for Safeguarding Cloud Services Sustainability","Intelligent Sustainable Systems","","","","10.1007/978-981-16-6309-3_53","Saumitra VatsalShalini Agarwal","2022","http://link.springer.com/chapter/10.1007/978-981-16-6309-3_53","Chapter"
"A Survey Paper on Characteristics and Technique Used for Enhancement of Cloud Computıng and Their Security Issues","Pervasive Computing and Social Networking","","","","10.1007/978-981-16-5640-8_17","Mahesh BhandariVitthal S. GuttePramod Mundhe","2022","http://link.springer.com/chapter/10.1007/978-981-16-5640-8_17","Chapter"
"A New Authentic Cloud Dataset from a Production Facility for Anomaly Detection","Towards Sustainable Customization: Bridging Smart Products and Manufacturing Systems","","","","10.1007/978-3-030-90700-6_47","Emil Blixt HansenEmil Robenhagen van der BijlMette Busk NielsenMorten Svangren BodilsenSimon Vestergaard BergJan KristensenNadeem IftikharSimon Bøgh","2022","http://link.springer.com/chapter/10.1007/978-3-030-90700-6_47","Chapter"
"A Hybridized Machine Learning Model for Optimal Feature Selection and Attack Detection in Cloud SaaS Framework","IoT and Analytics for Sensor Networks","","","","10.1007/978-981-16-2919-8_36","Reddy SaisindhuthejaGopal K. Shyam","2022","http://link.springer.com/chapter/10.1007/978-981-16-2919-8_36","Chapter"
"SecHDFS-AWS: A Novel Approach to Design Efficient and Secure Data Storage Model Over HDFS Enabled Amazon Cloud","Proceedings of International Conference on Data Science and Applications","","","","10.1007/978-981-16-5120-5_35","K. Vishal ReddyJayantrao B. PatilRatnadeep R. Deshmukh","2022","http://link.springer.com/chapter/10.1007/978-981-16-5120-5_35","Chapter"
"Hybrid Machine Learning Models for Distributed Biological Data in Multi-Cloud Environment","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_2","K. ThenmozhiM. PyingkodiK. Ramesh","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_2","Chapter"
"Privacy preserving framework using Gaussian mutation based firebug optimization in cloud computing","The Journal of Supercomputing","","","","10.1007/s11227-021-04173-w","K. AnandA. VijayarajM. Vijay Anand","2022","http://link.springer.com/article/10.1007/s11227-021-04173-w","Article"
"Enabling Cloud Computing to Facilitate Health Analytics Application from Local Hospitals in Thailand","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-2377-6_20","Praowpan Tansitpong","2022","http://link.springer.com/chapter/10.1007/978-981-16-2377-6_20","Chapter"
"Decentralized access control technique with multi-tier authentication of user for cloud storage","Peer-to-Peer Networking and Applications","","15","1","10.1007/s12083-021-01189-0","S. ShinyJ. Jasper","2022","http://link.springer.com/article/10.1007/s12083-021-01189-0","Article"
"A Cloud-Based Platform for Soybean Plant Disease Classification Using Archimedes Optimization Based Hybrid Deep Learning Model","Wireless Personal Communications","","122","4","10.1007/s11277-021-09038-2","J. AnnroseN. Herald Anantha RufusC. R. Edwin Selva RexD. Godwin Immanuel","2022","http://link.springer.com/article/10.1007/s11277-021-09038-2","Article"
"Blockchain-enabled real-time SLA monitoring for cloud-hosted services","Cluster Computing","","25","1","10.1007/s10586-021-03416-y","Kashif Mehboob KhanJunaid ArshadWaheed IqbalSidrah AbdullahHassan Zaib","2022","http://link.springer.com/article/10.1007/s10586-021-03416-y","Article"
"Development of an Algorithm for Energy Efficient Resource Scheduling of a Multi-cloud Platform for Big Data Processing","Advances in Artificial Systems for Medicine and Education V","","","","10.1007/978-3-030-92537-6_10","Leonid V. LegashevLyubov S. ZabrodinaDenis I. ParfenovIrina P. Bolodurina","2022","http://link.springer.com/chapter/10.1007/978-3-030-92537-6_10","Chapter"
"The Impact of Cloud Computing and Artificial Intelligence in Digital Agriculture","Proceedings of Sixth International Congress on Information and Communication Technology","","","","10.1007/978-981-16-2377-6_52","Kohei DozonoSagaya AmalathasRavan Saravanan","2022","http://link.springer.com/chapter/10.1007/978-981-16-2377-6_52","Chapter"
"Classification of Swine Disease Using K-Nearest Neighbor Algorithm on Cloud-Based Framework","Artificial Intelligence for Cloud and Edge Computing","","","","10.1007/978-3-030-80821-1_4","Emmanuel Abidemi AdeniyiRoseline Oluwaseun OgundokunBabatunde GbadamosiSanjay MisraOlabisi Kalejaiye","2022","http://link.springer.com/chapter/10.1007/978-3-030-80821-1_4","Chapter"
"RePCD-Net: Feature-Aware Recurrent Point Cloud Denoising Network","International Journal of Computer Vision","","","","10.1007/s11263-021-01564-7","Honghua ChenZeyong WeiXianzhi LiYabin XuMingqiang WeiJun Wang","2022","http://link.springer.com/article/10.1007/s11263-021-01564-7","Article"
"Secure Tamper-Resistant Electronic Health Record Transaction in Cloud System Via Blockchain","Wireless Personal Communications","","","","10.1007/s11277-021-09374-3","M. LavanyaV. Kavitha","2022","http://link.springer.com/article/10.1007/s11277-021-09374-3","Article"
"New Sensor Nodes, Cloud, and Data Analytics: Case Studies on Large Scale SHM Systems","Structural Health Monitoring Based on Data Science Techniques","","","","10.1007/978-3-030-81716-9_22","Isabella AlovisiDario La MazzaMonica LongoFrancescantonio LucàMarzia MalavisiStefano ManzoniDiego MelpignanoAlfredo CigadaPaola DaròGiuseppe Mancini","2022","http://link.springer.com/chapter/10.1007/978-3-030-81716-9_22","Chapter"
"Best-KFF: a multi-objective preemptive resource allocation policy for cloud computing systems","Cluster Computing","","25","1","10.1007/s10586-021-03407-z","Ahmed FathallaKenli LiAhmad Salah","2022","http://link.springer.com/article/10.1007/s10586-021-03407-z","Article"
"Optimal Joint Scheduling and Cloud Offloading for Multi-component Applications","Emerging Research in Computing, Information, Communication and Applications","","","","10.1007/978-981-16-1342-5_33","S. L. Shiva DarshanAbdul MueezAakash S. ShettyB. A. MohanS. Ashok KumarRoshan Fernandes","2022","http://link.springer.com/chapter/10.1007/978-981-16-1342-5_33","Chapter"
"Towards Energy Efficient Cloud Computing: Research Directions and Methodological Approach","IoT and Cloud Computing for Societal Good","","","","10.1007/978-3-030-73885-3_1","Jitendra Kumar VermaDeepak Saxena","2022","http://link.springer.com/chapter/10.1007/978-3-030-73885-3_1","Chapter"
"Multi-features guidance network for partial-to-partial point cloud registration","Neural Computing and Applications","","34","2","10.1007/s00521-021-06464-y","Hongyuan WangXiang LiuWen KangZhiqiang YanBingwen WangQianhao Ning","2022","http://link.springer.com/article/10.1007/s00521-021-06464-y","Article"
"JavaFX, the Web, and Cloud Infrastructure","The Definitive Guide to Modern Java Clients with JavaFX 17","","","","10.1007/978-1-4842-7268-8_9","Stephen ChinJohan VosJames Weaver","2022","http://link.springer.com/chapter/10.1007/978-1-4842-7268-8_9","Chapter"
"Resource Management Framework Using Deep Neural Networks in Multi-Cloud Environment","Operationalizing Multi-Cloud Environments","","","","10.1007/978-3-030-74402-1_5","S. Brilly SangeethaR. SabithaB. DhiyaneshG. KiruthigaN. YuvarajR. Arshath Raja","2022","http://link.springer.com/chapter/10.1007/978-3-030-74402-1_5","Chapter"
"Identifying Cloud Computing Risks based on Firm’s Ambidexterity Performance using Fuzzy VIKOR Technique","Global Journal of Flexible Systems Management","","23","1","10.1007/s40171-021-00292-8","Mohammad Taghi TaghavifardSetareh Majidian","2022","http://link.springer.com/article/10.1007/s40171-021-00292-8","Article"
"An empirical analysis of cloud based robotics: challenges and applications","International Journal of Information Technology","","","","10.1007/s41870-021-00842-4","Mimansha SainiKaushlendra SharmaRajesh Doriya","2022","http://link.springer.com/article/10.1007/s41870-021-00842-4","Article"
"MeghNA: Cloud Detection and Motion Prediction in INSAT Images","Advanced Computational Paradigms and Hybrid Intelligent Computing","","","","10.1007/978-981-16-4369-9_11","Manan DoshiJimil ShahAumkar GadekarAnish DixitShloka ShahParth JardoshDhananjay Kalbande","2022","http://link.springer.com/chapter/10.1007/978-981-16-4369-9_11","Chapter"
"eMRA: an efficient multi-optimization based resource allocation technique for infrastructure cloud","Journal of Ambient Intelligence and Humanized Computing","","","","10.1007/s12652-021-03598-8","Sasmita ParidaBibudhendu PatiSuvendu Chandan NayakChhabi Rani Panigrahi","2022","http://link.springer.com/article/10.1007/s12652-021-03598-8","Article"
"Service Bursting Based on Binary PSO in Hybrid Cloud Environment","Computer and Information Science 2021 - Fall","","","","10.1007/978-3-030-90528-6_2","Wissem AbbesZied KechaouAmir HussainAdel M. Alimi","2022","http://link.springer.com/chapter/10.1007/978-3-030-90528-6_2","Chapter"
"A Study on Cloud Environment: Confidentiality Problems, Security Threats, and Challenges","Soft Computing for Security Applications","","","","10.1007/978-981-16-5301-8_49","Megha GuptaLaxmi AhujaAshish Seth","2022","http://link.springer.com/chapter/10.1007/978-981-16-5301-8_49","Chapter"
